indicator,country,code,Year,Value
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,2006,53.225
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,2005,52.699
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,2004,52.155
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,2003,51.596
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,2002,51.03
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,2001,50.461
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,2000,49.893
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1999,49.33
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1998,48.768
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1997,48.22
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1996,47.691
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1995,47.191
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1994,46.708
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1993,46.249
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1992,45.813
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1991,45.402
Prevalence of overweight (% of adults),Europe & Central Asia (excluding high income),ECA,1990,45.016
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2022,60.619
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2021,60.099
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2020,59.613
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2019,59.132
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2018,58.639
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2017,58.139
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2016,57.633
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2015,57.112
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2014,56.597
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2013,56.081
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2012,55.566
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2011,55.045
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2010,54.515
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2009,53.977
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2008,53.423
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2007,52.861
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2006,52.309
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2005,51.74
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2004,51.164
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2003,50.588
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2002,50.022
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2001,49.472
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,2000,48.944
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1999,48.457
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1998,48.005
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1997,47.59
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1996,47.22
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1995,46.891
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1994,46.594
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1993,46.335
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1992,46.112
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1991,45.914
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),TEC,1990,45.742
Prevalence of overweight (% of adults),European Union,EUU,2022,51.215
Prevalence of overweight (% of adults),European Union,EUU,2021,51.24
Prevalence of overweight (% of adults),European Union,EUU,2020,51.288
Prevalence of overweight (% of adults),European Union,EUU,2019,51.328
Prevalence of overweight (% of adults),European Union,EUU,2018,51.357
Prevalence of overweight (% of adults),European Union,EUU,2017,51.381
Prevalence of overweight (% of adults),European Union,EUU,2016,51.396
Prevalence of overweight (% of adults),European Union,EUU,2015,51.405
Prevalence of overweight (% of adults),European Union,EUU,2014,51.416
Prevalence of overweight (% of adults),European Union,EUU,2013,51.43
Prevalence of overweight (% of adults),European Union,EUU,2012,51.439
Prevalence of overweight (% of adults),European Union,EUU,2011,51.432
Prevalence of overweight (% of adults),European Union,EUU,2010,51.409
Prevalence of overweight (% of adults),European Union,EUU,2009,51.339
Prevalence of overweight (% of adults),European Union,EUU,2008,51.215
Prevalence of overweight (% of adults),European Union,EUU,2007,51.038
Prevalence of overweight (% of adults),European Union,EUU,2006,50.812
Prevalence of overweight (% of adults),European Union,EUU,2005,50.548
Prevalence of overweight (% of adults),European Union,EUU,2004,50.25
Prevalence of overweight (% of adults),European Union,EUU,2003,49.922
Prevalence of overweight (% of adults),European Union,EUU,2002,49.568
Prevalence of overweight (% of adults),European Union,EUU,2001,49.198
Prevalence of overweight (% of adults),European Union,EUU,2000,48.82
Prevalence of overweight (% of adults),European Union,EUU,1999,48.449
Prevalence of overweight (% of adults),European Union,EUU,1998,48.075
Prevalence of overweight (% of adults),European Union,EUU,1997,47.707
Prevalence of overweight (% of adults),European Union,EUU,1996,47.347
Prevalence of overweight (% of adults),European Union,EUU,1995,47.003
Prevalence of overweight (% of adults),European Union,EUU,1994,46.674
Prevalence of overweight (% of adults),European Union,EUU,1993,46.362
Prevalence of overweight (% of adults),European Union,EUU,1992,46.069
Prevalence of overweight (% of adults),European Union,EUU,1991,45.785
Prevalence of overweight (% of adults),European Union,EUU,1990,45.514
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2022,34.815
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2021,34.403
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2020,33.938
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2019,33.493
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2018,33.077
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2017,32.695
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2016,32.328
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2015,31.97
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2014,31.646
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2013,31.347
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2012,31.034
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2011,30.693
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2010,30.325
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2009,29.907
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2008,29.466
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2007,28.982
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2006,28.461
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2005,27.94
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2004,27.406
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2003,26.864
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2002,26.319
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2001,25.776
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,2000,25.234
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1999,24.698
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1998,24.186
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1997,23.692
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1996,23.195
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1995,22.744
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1994,22.388
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1993,22.037
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1992,21.649
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1991,21.303
Prevalence of overweight (% of adults),Fragile and conflict affected situations,FCS,1990,20.986
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2022,28.125
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2021,27.48
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2020,26.846
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2019,26.219
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2018,25.608
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2017,25.007
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2016,24.426
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2015,23.861
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2014,23.305
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2013,22.765
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2012,22.244
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2011,21.721
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2010,21.192
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2009,20.651
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2008,20.083
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2007,19.502
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2006,18.906
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2005,18.294
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2004,17.677
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2003,17.059
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2002,16.437
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2001,15.824
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,2000,15.224
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1999,14.639
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1998,14.074
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1997,13.527
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1996,13.006
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1995,12.517
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1994,12.048
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1993,11.595
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1992,11.168
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1991,10.776
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),HPC,1990,10.399
Prevalence of overweight (% of adults),High income,HIC,2022,56.125
Prevalence of overweight (% of adults),High income,HIC,2021,55.838
Prevalence of overweight (% of adults),High income,HIC,2020,55.607
Prevalence of overweight (% of adults),High income,HIC,2019,55.348
Prevalence of overweight (% of adults),High income,HIC,2018,55.102
Prevalence of overweight (% of adults),High income,HIC,2017,54.86
Prevalence of overweight (% of adults),High income,HIC,2016,54.594
Prevalence of overweight (% of adults),High income,HIC,2015,54.31
