country,code,indicator
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Eastern and Southern,AFE,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Africa Western and Central,AFW,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Arab World,ARB,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Caribbean small states,CSS,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Central Europe and the Baltics,CEB,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
Early-demographic dividend,EAR,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific,EAS,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (excluding high income),EAP,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
East Asia & Pacific (IDA & IBRD),TEA,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Euro area,EMU,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia,ECS,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (excluding high income),ECA,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
Europe & Central Asia (IDA & IBRD),TEC,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
European Union,EUU,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Fragile and conflict affected situations,FCS,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
Heavily indebted poor countries (HIPC),HPC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
High income,HIC,Obesity
