Indicator Name,Country,Year,Value
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),2001,49.472
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),2000,48.944
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1999,48.457
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1998,48.005
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1997,47.59
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1996,47.22
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1995,46.891
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1994,46.594
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1993,46.335
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1992,46.112
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1991,45.914
Prevalence of overweight (% of adults),Europe & Central Asia (IDA & IBRD),1990,45.742
Prevalence of overweight (% of adults),European Union,2022,51.215
Prevalence of overweight (% of adults),European Union,2021,51.24
Prevalence of overweight (% of adults),European Union,2020,51.288
Prevalence of overweight (% of adults),European Union,2019,51.328
Prevalence of overweight (% of adults),European Union,2018,51.357
Prevalence of overweight (% of adults),European Union,2017,51.381
Prevalence of overweight (% of adults),European Union,2016,51.396
Prevalence of overweight (% of adults),European Union,2015,51.405
Prevalence of overweight (% of adults),European Union,2014,51.416
Prevalence of overweight (% of adults),European Union,2013,51.43
Prevalence of overweight (% of adults),European Union,2012,51.439
Prevalence of overweight (% of adults),European Union,2011,51.432
Prevalence of overweight (% of adults),European Union,2010,51.409
Prevalence of overweight (% of adults),European Union,2009,51.339
Prevalence of overweight (% of adults),European Union,2008,51.215
Prevalence of overweight (% of adults),European Union,2007,51.038
Prevalence of overweight (% of adults),European Union,2006,50.812
Prevalence of overweight (% of adults),European Union,2005,50.548
Prevalence of overweight (% of adults),European Union,2004,50.25
Prevalence of overweight (% of adults),European Union,2003,49.922
Prevalence of overweight (% of adults),European Union,2002,49.568
Prevalence of overweight (% of adults),European Union,2001,49.198
Prevalence of overweight (% of adults),European Union,2000,48.82
Prevalence of overweight (% of adults),European Union,1999,48.449
Prevalence of overweight (% of adults),European Union,1998,48.075
Prevalence of overweight (% of adults),European Union,1997,47.707
Prevalence of overweight (% of adults),European Union,1996,47.347
Prevalence of overweight (% of adults),European Union,1995,47.003
Prevalence of overweight (% of adults),European Union,1994,46.674
Prevalence of overweight (% of adults),European Union,1993,46.362
Prevalence of overweight (% of adults),European Union,1992,46.069
Prevalence of overweight (% of adults),European Union,1991,45.785
Prevalence of overweight (% of adults),European Union,1990,45.514
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2022,34.815
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2021,34.403
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2020,33.938
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2019,33.493
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2018,33.077
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2017,32.695
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2016,32.328
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2015,31.97
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2014,31.646
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2013,31.347
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2012,31.034
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2011,30.693
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2010,30.325
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2009,29.907
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2008,29.466
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2007,28.982
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2006,28.461
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2005,27.94
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2004,27.406
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2003,26.864
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2002,26.319
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2001,25.776
Prevalence of overweight (% of adults),Fragile and conflict affected situations,2000,25.234
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1999,24.698
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1998,24.186
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1997,23.692
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1996,23.195
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1995,22.744
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1994,22.388
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1993,22.037
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1992,21.649
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1991,21.303
Prevalence of overweight (% of adults),Fragile and conflict affected situations,1990,20.986
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2022,28.125
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2021,27.48
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2020,26.846
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2019,26.219
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2018,25.608
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2017,25.007
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2016,24.426
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2015,23.861
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2014,23.305
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2013,22.765
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2012,22.244
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2011,21.721
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2010,21.192
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2009,20.651
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2008,20.083
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2007,19.502
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2006,18.906
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2005,18.294
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2004,17.677
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2003,17.059
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2002,16.437
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2001,15.824
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),2000,15.224
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1999,14.639
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1998,14.074
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1997,13.527
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1996,13.006
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1995,12.517
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1994,12.048
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1993,11.595
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1992,11.168
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1991,10.776
Prevalence of overweight (% of adults),Heavily indebted poor countries (HIPC),1990,10.399
Prevalence of overweight (% of adults),High income,2022,56.125
Prevalence of overweight (% of adults),High income,2021,55.838
Prevalence of overweight (% of adults),High income,2020,55.607
Prevalence of overweight (% of adults),High income,2019,55.348
Prevalence of overweight (% of adults),High income,2018,55.102
Prevalence of overweight (% of adults),High income,2017,54.86
Prevalence of overweight (% of adults),High income,2016,54.594
Prevalence of overweight (% of adults),High income,2015,54.31
Prevalence of overweight (% of adults),High income,2014,54.028
Prevalence of overweight (% of adults),High income,2013,53.759
Prevalence of overweight (% of adults),High income,2012,53.485
Prevalence of overweight (% of adults),High income,2011,53.209
Prevalence of overweight (% of adults),High income,2010,52.919
Prevalence of overweight (% of adults),High income,2009,52.616
Prevalence of overweight (% of adults),High income,2008,52.249
Prevalence of overweight (% of adults),High income,2007,51.849
Prevalence of overweight (% of adults),High income,2006,51.417
Prevalence of overweight (% of adults),High income,2005,50.962
Prevalence of overweight (% of adults),High income,2004,50.481
Prevalence of overweight (% of adults),High income,2003,49.978
Prevalence of overweight (% of adults),High income,2002,49.462
Prevalence of overweight (% of adults),High income,2001,48.934
Prevalence of overweight (% of adults),High income,2000,48.395
Prevalence of overweight (% of adults),High income,1999,47.851
Prevalence of overweight (% of adults),High income,1998,47.303
Prevalence of overweight (% of adults),High income,1997,46.76
Prevalence of overweight (% of adults),High income,1996,46.225
Prevalence of overweight (% of adults),High income,1995,45.702
Prevalence of overweight (% of adults),High income,1994,45.193
Prevalence of overweight (% of adults),High income,1993,44.695
Prevalence of overweight (% of adults),High income,1992,44.215
Prevalence of overweight (% of adults),High income,1991,43.74
Prevalence of overweight (% of adults),High income,1990,43.285
Prevalence of overweight (% of adults),IBRD only,2022,42.667
Prevalence of overweight (% of adults),IBRD only,2021,41.811
Prevalence of overweight (% of adults),IBRD only,2020,40.959
Prevalence of overweight (% of adults),IBRD only,2019,40.12
Prevalence of overweight (% of adults),IBRD only,2018,39.282
Prevalence of overweight (% of adults),IBRD only,2017,38.44
Prevalence of overweight (% of adults),IBRD only,2016,37.609
Prevalence of overweight (% of adults),IBRD only,2015,36.772
Prevalence of overweight (% of adults),IBRD only,2014,35.943
