"country","code","indicator","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Colombia","COL","Prevalence of overweight (% of adults)",36.41,37.35,38.28,39.21,40.12,41.03,41.93,42.81,43.68,44.52,45.34,46.16,46.97,47.78,48.58,49.39,50.2,51.01,51.82,52.63,53.41,54.17,54.9,55.59,56.24,56.85,57.44,58.02,58.59,59.15,59.72,NA,NA
"Comoros","COM","Prevalence of overweight (% of adults)",17.8,18.43,19.07,19.75,20.46,21.21,22,22.83,23.69,24.58,25.5,26.42,27.34,28.24,29.14,30.02,30.88,31.73,32.57,33.4,34.22,35.05,35.88,36.73,37.59,38.45,39.3,40.17,41.06,41.97,42.88,NA,NA
"Congo, Dem. Rep.","COD","Prevalence of overweight (% of adults)",7.31,7.61,7.92,8.26,8.61,8.98,9.38,9.79,10.23,10.68,11.15,11.64,12.15,12.66,13.17,13.69,14.21,14.72,15.22,15.71,16.21,16.7,17.21,17.73,18.27,18.82,19.38,19.96,20.55,21.16,21.79,NA,NA
"Congo, Rep.","COG","Prevalence of overweight (% of adults)",13.71,14.29,14.87,15.45,16.04,16.65,17.27,17.87,18.46,19.03,19.59,20.12,20.62,21.08,21.5,21.87,22.19,22.46,22.68,22.86,23.02,23.15,23.26,23.37,23.47,23.57,23.67,23.78,23.9,24.03,24.16,NA,NA
"Costa Rica","CRI","Prevalence of overweight (% of adults)",44.2,45.27,46.33,47.39,48.44,49.47,50.48,51.46,52.42,53.33,54.21,55.05,55.86,56.65,57.41,58.14,58.86,59.57,60.26,60.94,61.59,62.22,62.82,63.4,63.95,64.47,64.98,65.47,65.96,66.45,66.94,NA,NA
"Cote d'Ivoire","CIV","Prevalence of overweight (% of adults)",13.49,14.16,14.85,15.57,16.33,17.11,17.94,18.8,19.68,20.58,21.48,22.38,23.26,24.12,24.94,25.71,26.42,27.09,27.69,28.25,28.77,29.28,29.79,30.32,30.87,31.44,32.02,32.63,33.25,33.89,34.54,NA,NA
"Croatia","HRV","Prevalence of overweight (% of adults)",46.54,46.9,47.28,47.68,48.1,48.56,49.06,49.61,50.19,50.82,51.48,52.16,52.85,53.54,54.24,54.92,55.59,56.25,56.88,57.5,58.11,58.72,59.32,59.93,60.55,61.16,61.77,62.38,62.99,63.6,64.22,NA,NA
"Cuba","CUB","Prevalence of overweight (% of adults)",29.53,30.29,31.08,31.89,32.73,33.59,34.48,35.39,36.31,37.23,38.16,39.08,40,40.91,41.82,42.72,43.62,44.51,45.39,46.26,47.13,47.98,48.84,49.69,50.54,51.39,52.23,53.07,53.9,54.73,55.56,NA,NA
"Cyprus","CYP","Prevalence of overweight (% of adults)",49.21,49.52,49.85,50.2,50.56,50.94,51.33,51.72,52.11,52.48,52.82,53.13,53.41,53.65,53.86,54.02,54.14,54.21,54.24,54.23,54.21,54.17,54.12,54.08,54.04,53.99,53.95,53.91,53.87,53.84,53.82,NA,NA
"Czechia","CZE","Prevalence of overweight (% of adults)",55.23,54.97,54.71,54.47,54.25,54.07,53.92,53.81,53.75,53.74,53.77,53.83,53.93,54.07,54.24,54.46,54.69,54.95,55.23,55.52,55.83,56.16,56.51,56.88,57.26,57.64,58.02,58.4,58.77,59.14,59.54,NA,NA
"Denmark","DNK","Prevalence of overweight (% of adults)",36.08,36.72,37.36,38.01,38.66,39.31,39.94,40.56,41.15,41.7,42.22,42.71,43.15,43.54,43.88,44.15,44.37,44.53,44.62,44.68,44.71,44.72,44.74,44.76,44.78,44.81,44.83,44.85,44.87,44.89,44.91,NA,NA
"Djibouti","DJI","Prevalence of overweight (% of adults)",12.12,12.5,12.9,13.31,13.74,14.2,14.68,15.19,15.72,16.27,16.84,17.43,18.03,18.63,19.24,19.84,20.44,21.03,21.62,22.22,22.82,23.44,24.07,24.72,25.38,26.07,26.77,27.49,28.23,28.99,29.77,NA,NA
"Dominica","DMA","Prevalence of overweight (% of adults)",36.82,37.61,38.41,39.25,40.1,40.96,41.82,42.69,43.55,44.41,45.26,46.08,46.88,47.66,48.42,49.16,49.87,50.55,51.22,51.89,52.57,53.2,53.9,54.6,55.22,55.86,56.5,57.14,57.77,58.39,59.01,NA,NA
"Dominican Republic","DOM","Prevalence of overweight (% of adults)",33.85,34.9,35.96,37.04,38.14,39.27,40.41,41.57,42.72,43.87,45,46.13,47.24,48.31,49.36,50.39,51.38,52.35,53.29,54.21,55.1,55.96,56.81,57.66,58.49,59.32,60.13,60.93,61.73,62.52,63.31,NA,NA
"Ecuador","ECU","Prevalence of overweight (% of adults)",44.44,45.21,45.99,46.77,47.56,48.35,49.14,49.93,50.71,51.47,52.23,52.98,53.72,54.46,55.19,55.94,56.69,57.44,58.2,58.96,59.71,60.44,61.16,61.87,62.58,63.27,63.97,64.66,65.36,66.06,66.75,NA,NA
"Egypt, Arab Rep.","EGY","Prevalence of overweight (% of adults)",54.26,55.28,56.31,57.34,58.38,59.42,60.44,61.45,62.42,63.35,64.22,65.03,65.78,66.46,67.09,67.68,68.22,68.74,69.23,69.68,70.12,70.53,70.93,71.3,71.66,71.98,72.28,72.56,72.82,73.09,73.35,NA,NA
"El Salvador","SLV","Prevalence of overweight (% of adults)",45.83,46.84,47.84,48.84,49.82,50.78,51.72,52.64,53.52,54.36,55.17,55.93,56.67,57.37,58.05,58.71,59.34,59.96,60.56,61.14,61.71,62.25,62.76,63.25,63.72,64.16,64.58,64.98,65.38,65.78,66.17,NA,NA
"Equatorial Guinea","GNQ","Prevalence of overweight (% of adults)",20.09,20.83,21.58,22.31,23.06,23.82,24.59,25.38,26.19,27.03,27.85,28.66,29.44,30.19,30.91,31.59,32.24,32.83,33.39,33.9,34.36,34.81,35.27,35.73,36.22,36.71,37.21,37.73,38.3,38.91,39.51,NA,NA
"Eritrea","ERI","Prevalence of overweight (% of adults)",5.31,5.51,5.72,5.95,6.19,6.46,6.74,7.03,7.35,7.69,8.05,8.42,8.8,9.19,9.58,9.97,10.37,10.77,11.17,11.58,12.01,12.45,12.91,13.39,13.88,14.39,14.91,15.46,16.02,16.6,17.21,NA,NA
"Estonia","EST","Prevalence of overweight (% of adults)",43.95,44.15,44.41,44.72,45.08,45.5,45.99,46.54,47.13,47.74,48.37,49,49.62,50.22,50.79,51.34,51.84,52.31,52.74,53.15,53.53,53.9,54.27,54.65,55.02,55.4,55.78,56.15,56.51,56.86,57.21,NA,NA
"Eswatini","SWZ","Prevalence of overweight (% of adults)",29.26,30.16,31.13,32.13,33.12,34.16,35.21,36.27,37.34,38.42,39.51,40.59,41.65,42.69,43.7,44.68,45.6,46.46,47.29,48.11,48.91,49.7,50.49,51.28,52.09,52.89,53.71,54.53,55.37,56.24,57.14,NA,NA
"Ethiopia","ETH","Prevalence of overweight (% of adults)",3.85,3.97,4.08,4.21,4.34,4.49,4.64,4.81,4.99,5.18,5.38,5.59,5.8,6.02,6.25,6.48,6.7,6.93,7.16,7.41,7.66,7.92,8.2,8.49,8.79,9.1,9.43,9.76,10.12,10.49,10.87,NA,NA
"Fiji","FJI","Prevalence of overweight (% of adults)",50.07,50.52,50.95,51.39,51.83,52.27,52.72,53.17,53.63,54.1,54.59,55.09,55.61,56.14,56.68,57.22,57.78,58.35,58.91,59.48,60.05,60.62,61.2,61.78,62.37,62.95,63.53,64.1,64.66,65.23,65.79,NA,NA
"Finland","FIN","Prevalence of overweight (% of adults)",47.92,48.41,48.9,49.39,49.88,50.36,50.82,51.27,51.69,52.07,52.42,52.75,53.04,53.3,53.53,53.73,53.88,54.01,54.1,54.18,54.24,54.31,54.38,54.48,54.59,54.71,54.82,54.93,55.04,55.16,55.28,NA,NA
"France","FRA","Prevalence of overweight (% of adults)",40.92,40.96,41.02,41.08,41.16,41.24,41.32,41.4,41.47,41.52,41.55,41.55,41.51,41.42,41.28,41.09,40.83,40.51,40.13,39.7,39.24,38.75,38.26,37.76,37.26,36.76,36.26,35.76,35.26,34.77,34.29,NA,NA
"French Polynesia","PYF","Prevalence of overweight (% of adults)",68.37,68.7,69,69.26,69.5,69.72,69.91,70.1,70.26,70.41,70.56,70.69,70.82,70.95,71.08,71.2,71.33,71.46,71.59,71.72,71.86,72,72.16,72.32,72.49,72.67,72.84,73.02,73.2,73.38,73.57,NA,NA
"Gabon","GAB","Prevalence of overweight (% of adults)",23.39,24.25,25.12,26.01,26.92,27.85,28.8,29.77,30.74,31.71,32.69,33.66,34.6,35.52,36.4,37.23,38.01,38.75,39.43,40.07,40.67,41.25,41.83,42.42,43.02,43.64,44.27,44.91,45.56,46.23,46.9,NA,NA
"Gambia, The","GMB","Prevalence of overweight (% of adults)",8.62,9.22,9.88,10.6,11.39,12.25,13.19,14.22,15.32,16.48,17.7,18.97,20.28,21.59,22.91,24.21,25.47,26.69,27.86,28.96,30.02,31.05,32.09,33.14,34.21,35.29,36.39,37.51,38.64,39.79,40.94,NA,NA
"Georgia","GEO","Prevalence of overweight (% of adults)",41.39,42.15,42.91,43.7,44.5,45.32,46.15,47.01,47.87,48.74,49.63,50.52,51.43,52.33,53.24,54.14,55.03,55.91,56.78,57.63,58.46,59.26,60.05,60.83,61.59,62.32,63.03,63.72,64.41,65.08,65.75,NA,NA
"Germany","DEU","Prevalence of overweight (% of adults)",48.6,49.15,49.7,50.25,50.78,51.3,51.79,52.25,52.67,53.06,53.42,53.75,54.05,54.3,54.51,54.68,54.79,54.85,54.86,54.83,54.76,54.69,54.6,54.51,54.43,54.34,54.24,54.13,54.02,53.92,53.82,NA,NA
"Ghana","GHA","Prevalence of overweight (% of adults)",13.97,14.71,15.49,16.31,17.17,18.07,19.01,19.99,21,22.02,23.04,24.07,25.07,26.04,26.96,27.83,28.63,29.36,30.02,30.62,31.18,31.71,32.23,32.76,33.3,33.85,34.41,34.98,35.55,36.14,36.73,NA,NA
"Greece","GRC","Prevalence of overweight (% of adults)",49.83,50.3,50.79,51.31,51.85,52.41,52.98,53.57,54.16,54.75,55.34,55.9,56.45,56.97,57.46,57.91,58.31,58.65,58.95,59.21,59.44,59.64,59.84,60.04,60.24,60.44,60.63,60.82,61.02,61.22,61.44,NA,NA
"Greenland","GRL","Prevalence of overweight (% of adults)",41.6,42.25,42.91,43.59,44.29,45.01,45.73,46.44,47.15,47.85,48.54,49.22,49.88,50.52,51.14,51.73,52.29,52.81,53.3,53.77,54.23,54.68,55.15,55.63,56.11,56.6,57.08,57.56,58.03,58.5,58.98,NA,NA
"Grenada","GRD","Prevalence of overweight (% of adults)",37.96,38.76,39.59,40.43,41.29,42.16,43.05,43.94,44.82,45.71,46.57,47.42,48.25,49.06,49.84,50.59,51.32,52.02,52.7,53.36,54.01,54.63,55.24,55.85,56.45,57.04,57.63,58.21,58.78,59.35,59.93,NA,NA
"Guatemala","GTM","Prevalence of overweight (% of adults)",36.47,37.44,38.43,39.42,40.42,41.42,42.43,43.43,44.41,45.36,46.3,47.21,48.1,48.98,49.85,50.72,51.6,52.47,53.35,54.24,55.12,55.99,56.86,57.7,58.53,59.34,60.13,60.9,61.68,62.45,63.22,NA,NA
"Guinea","GIN","Prevalence of overweight (% of adults)",8.56,9.01,9.48,9.98,10.52,11.09,11.71,12.36,13.05,13.78,14.53,15.29,16.07,16.84,17.62,18.37,19.1,19.8,20.46,21.1,21.71,22.32,22.94,23.57,24.23,24.9,25.6,26.31,27.04,27.79,28.55,NA,NA
"Guinea-Bissau","GNB","Prevalence of overweight (% of adults)",11.12,11.7,12.29,12.92,13.59,14.29,15.04,15.82,16.63,17.47,18.32,19.18,20.04,20.89,21.71,22.5,23.25,23.96,24.61,25.23,25.81,26.37,26.94,27.53,28.13,28.75,29.39,30.05,30.72,31.41,32.12,NA,NA
"Guyana","GUY","Prevalence of overweight (% of adults)",34.13,34.92,35.73,36.55,37.4,38.27,39.14,40.02,40.9,41.76,42.6,43.43,44.24,45.04,45.81,46.56,47.28,47.99,48.68,49.36,50.02,50.68,51.36,52.03,52.7,53.36,53.91,54.51,55.2,55.81,56.42,NA,NA
"Haiti","HTI","Prevalence of overweight (% of adults)",17.05,17.53,18.03,18.55,19.09,19.65,20.23,20.81,21.38,21.94,22.48,23,23.49,23.96,24.41,24.84,25.25,25.64,26,26.35,26.68,27,27.31,27.61,27.93,28.24,28.56,28.88,29.2,29.54,29.88,NA,NA
"Honduras","HND","Prevalence of overweight (% of adults)",35.95,37.02,38.11,39.21,40.32,41.43,42.55,43.67,44.76,45.84,46.89,47.92,48.92,49.91,50.88,51.84,52.78,53.7,54.62,55.52,56.4,57.24,58.07,58.86,59.62,60.35,61.05,61.74,62.42,63.1,63.76,NA,NA
"Hungary","HUN","Prevalence of overweight (% of adults)",48.62,48.91,49.22,49.54,49.87,50.24,50.64,51.08,51.54,52.04,52.55,53.07,53.59,54.12,54.64,55.15,55.65,56.13,56.6,57.05,57.49,57.93,58.38,58.85,59.32,59.8,60.28,60.76,61.24,61.71,62.17,NA,NA
"Iceland","ISL","Prevalence of overweight (% of adults)",43.59,44.39,45.18,45.97,46.76,47.55,48.31,49.06,49.78,50.47,51.11,51.72,52.31,52.88,53.46,53.97,54.33,54.57,54.77,54.98,55.17,55.36,55.55,55.76,56.02,56.3,56.58,56.81,56.99,57.17,57.37,NA,NA
"India","IND","Prevalence of overweight (% of adults)",7,7.43,7.87,8.33,8.81,9.32,9.87,10.44,11.04,11.67,12.31,12.99,13.68,14.38,15.11,15.86,16.63,17.42,18.23,19.04,19.88,20.74,21.64,22.57,23.53,24.5,25.49,26.47,27.46,28.47,29.48,NA,NA
"Indonesia","IDN","Prevalence of overweight (% of adults)",10.92,11.34,11.77,12.22,12.69,13.2,13.73,14.3,14.9,15.54,16.22,16.95,17.73,18.55,19.42,20.32,21.26,22.24,23.25,24.3,25.4,26.55,27.75,28.99,30.25,31.53,32.83,34.12,35.43,36.75,38.08,NA,NA
"Iran, Islamic Rep.","IRN","Prevalence of overweight (% of adults)",40.54,41.22,41.92,42.64,43.37,44.12,44.88,45.66,46.45,47.23,48.01,48.76,49.48,50.16,50.8,51.41,52,52.57,53.13,53.69,54.26,54.85,55.46,56.1,56.77,57.41,58.04,58.63,59.22,59.8,60.38,NA,NA
"Iraq","IRQ","Prevalence of overweight (% of adults)",51.4,52.21,53.04,53.87,54.72,55.58,56.45,57.33,58.2,59.07,59.92,60.75,61.56,62.34,63.1,63.84,64.56,65.27,65.97,66.65,67.33,68,68.66,69.31,69.95,70.55,71.12,71.67,72.2,72.73,73.25,NA,NA
"Ireland","IRL","Prevalence of overweight (% of adults)",51.73,52.57,53.38,54.19,54.98,55.76,56.5,57.23,57.92,58.58,59.18,59.74,60.27,60.77,61.22,61.61,61.94,62.21,62.45,62.66,62.85,63.03,63.21,63.4,63.61,63.81,64,64.19,64.37,64.56,64.74,NA,NA
"Israel","ISR","Prevalence of overweight (% of adults)",49.72,50.06,50.43,50.82,51.24,51.68,52.13,52.58,53.03,53.46,53.87,54.25,54.59,54.87,55.11,55.28,55.39,55.44,55.43,55.38,55.3,55.19,55.08,54.98,54.89,54.79,54.7,54.6,54.51,54.42,54.34,NA,NA
"Italy","ITA","Prevalence of overweight (% of adults)",45.99,46.05,46.15,46.29,46.47,46.68,46.92,47.18,47.45,47.73,48,48.27,48.52,48.75,48.95,49.11,49.24,49.33,49.36,49.36,49.34,49.31,49.28,49.25,49.23,49.22,49.21,49.18,49.16,49.15,49.15,NA,NA
"Jamaica","JAM","Prevalence of overweight (% of adults)",34.46,35.39,36.35,37.34,38.37,39.43,40.52,41.64,42.76,43.88,44.98,46.06,47.11,48.13,49.12,50.06,50.97,51.84,52.67,53.47,54.23,54.95,55.66,56.36,57.05,57.73,58.41,59.08,59.75,60.42,61.09,NA,NA
"Japan","JPN","Prevalence of overweight (% of adults)",19.27,19.45,19.61,19.77,19.91,20.06,20.2,20.34,20.47,20.6,20.72,20.83,20.94,21.04,21.14,21.24,21.33,21.43,21.53,21.63,21.75,21.9,22.09,22.3,22.52,22.76,23,23.24,23.5,23.77,24.04,NA,NA
"Jordan","JOR","Prevalence of overweight (% of adults)",60.98,61.63,62.28,62.95,63.61,64.26,64.91,65.53,66.13,66.69,67.21,67.69,68.11,68.48,68.8,69.09,69.34,69.56,69.75,69.89,70.01,70.09,70.14,70.18,70.21,70.19,70.15,70.08,70.01,69.93,69.85,NA,NA
"Kazakhstan","KAZ","Prevalence of overweight (% of adults)",39.91,40.33,40.75,41.17,41.59,42.02,42.44,42.88,43.32,43.76,44.2,44.65,45.1,45.56,46.02,46.48,46.93,47.39,47.84,48.29,48.75,49.2,49.65,50.1,50.55,50.98,51.41,51.83,52.26,52.7,53.13,NA,NA
"Kenya","KEN","Prevalence of overweight (% of adults)",12.4,12.9,13.42,13.96,14.52,15.12,15.75,16.42,17.11,17.82,18.55,19.3,20.06,20.82,21.58,22.33,23.08,23.82,24.56,25.28,26.01,26.74,27.48,28.23,28.98,29.74,30.51,31.29,32.08,32.89,33.71,NA,NA
"Kiribati","KIR","Prevalence of overweight (% of adults)",67.12,67.95,68.72,69.43,70.1,70.72,71.3,71.85,72.36,72.85,73.3,73.72,74.12,74.5,74.86,75.2,75.52,75.83,76.13,76.41,76.68,76.95,77.21,77.47,77.73,77.98,78.23,78.46,78.7,78.92,79.14,NA,NA
"Korea, Dem. People's Rep.","PRK","Prevalence of overweight (% of adults)",13.26,13.79,14.33,14.88,15.45,16.04,16.65,17.27,17.91,18.57,19.25,19.95,20.67,21.41,22.18,22.96,23.76,24.58,25.41,26.26,27.14,28.05,28.99,29.95,30.93,31.92,32.92,33.92,34.94,35.97,37.01,NA,NA
"Korea, Rep.","KOR","Prevalence of overweight (% of adults)",23.45,23.97,24.48,24.97,25.45,25.91,26.37,26.82,27.26,27.69,28.08,28.46,28.8,29.13,29.43,29.71,29.97,30.24,30.49,30.77,31.09,31.45,31.86,32.31,32.78,33.25,33.74,34.25,34.78,35.32,35.89,NA,NA
"Kuwait","KWT","Prevalence of overweight (% of adults)",66.16,66.98,67.77,68.58,69.38,70.16,70.93,71.67,72.38,73.04,73.66,74.21,74.71,75.13,75.48,75.79,76.06,76.31,76.53,76.72,76.88,77.03,77.17,77.29,77.42,77.52,77.59,77.65,77.68,77.7,77.75,NA,NA
"Kyrgyz Republic","KGZ","Prevalence of overweight (% of adults)",34.63,35.22,35.84,36.49,37.17,37.89,38.64,39.42,40.22,41.05,41.89,42.75,43.63,44.52,45.41,46.31,47.21,48.1,48.98,49.84,50.7,51.54,52.35,53.13,53.9,54.65,55.37,56.08,56.77,57.45,58.12,NA,NA
"Lao PDR","LAO","Prevalence of overweight (% of adults)",10.61,11.04,11.47,11.92,12.39,12.87,13.36,13.87,14.4,14.94,15.5,16.08,16.68,17.31,17.95,18.61,19.29,19.98,20.69,21.43,22.2,22.99,23.82,24.67,25.54,26.42,27.32,28.22,29.14,30.08,31.02,NA,NA
"Latvia","LVA","Prevalence of overweight (% of adults)",45.36,45.52,45.72,45.96,46.25,46.58,46.97,47.41,47.9,48.42,48.97,49.55,50.13,50.72,51.31,51.89,52.45,52.99,53.51,54.02,54.51,55,55.48,55.97,56.46,56.95,57.43,57.91,58.39,58.86,59.32,NA,NA
"Lebanon","LBN","Prevalence of overweight (% of adults)",50.54,51.28,52.01,52.76,53.5,54.24,54.98,55.72,56.44,57.13,57.81,58.44,59.04,59.59,60.1,60.57,61.01,61.43,61.82,62.19,62.54,62.88,63.21,63.49,63.73,63.94,64.13,64.29,64.51,64.78,65.05,NA,NA
"Lesotho","LSO","Prevalence of overweight (% of adults)",28.19,28.58,28.96,29.36,29.77,30.21,30.68,31.16,31.66,32.16,32.67,33.19,33.7,34.22,34.73,35.19,35.63,36.08,36.5,36.91,37.32,37.73,38.16,38.6,39.07,39.55,40.06,40.57,41.12,41.68,42.27,NA,NA
"Liberia","LBR","Prevalence of overweight (% of adults)",12.17,12.82,13.51,14.23,14.99,15.79,16.64,17.53,18.46,19.42,20.4,21.4,22.4,23.4,24.37,25.32,26.23,27.09,27.9,28.65,29.35,30.05,30.78,31.53,32.33,33.16,34.04,34.95,35.91,36.9,37.93,NA,NA
"Libya","LBY","Prevalence of overweight (% of adults)",51.23,51.98,52.73,53.48,54.23,54.98,55.73,56.47,57.22,57.98,58.72,59.43,60.12,60.77,61.34,61.85,62.33,62.78,63.23,63.66,64.09,64.5,64.9,65.3,65.7,66.06,66.39,66.71,67.02,67.32,67.61,NA,NA
"Lithuania","LTU","Prevalence of overweight (% of adults)",54.5,54.17,53.88,53.65,53.46,53.34,53.28,53.27,53.32,53.41,53.55,53.74,53.94,54.17,54.41,54.66,54.9,55.15,55.39,55.64,55.89,56.15,56.41,56.68,56.97,57.25,57.54,57.83,58.11,58.4,58.67,NA,NA
"Luxembourg","LUX","Prevalence of overweight (% of adults)",44.83,45.35,45.89,46.42,46.96,47.5,48.03,48.55,49.02,49.46,49.88,50.27,50.63,50.94,51.19,51.4,51.55,51.66,51.72,51.75,51.75,51.73,51.7,51.67,51.66,51.64,51.62,51.59,51.56,51.54,51.52,NA,NA
"Madagascar","MDG","Prevalence of overweight (% of adults)",5.73,5.92,6.11,6.31,6.53,6.76,7.01,7.28,7.56,7.86,8.17,8.49,8.83,9.17,9.53,9.88,10.25,10.61,10.99,11.38,11.79,12.22,12.66,13.12,13.6,14.11,14.64,15.19,15.76,16.35,16.97,NA,NA
"Malawi","MWI","Prevalence of overweight (% of adults)",9.51,9.84,10.18,10.54,10.91,11.3,11.72,12.17,12.64,13.13,13.63,14.15,14.67,15.2,15.73,16.25,16.76,17.26,17.76,18.25,18.74,19.24,19.75,20.26,20.79,21.34,21.9,22.47,23.07,23.67,24.29,NA,NA
"Malaysia","MYS","Prevalence of overweight (% of adults)",25.45,26.47,27.52,28.59,29.68,30.79,31.92,33.06,34.21,35.35,36.48,37.6,38.7,39.78,40.83,41.85,42.83,43.76,44.67,45.55,46.42,47.28,48.15,49.01,49.88,50.73,51.57,52.41,53.25,54.09,54.93,NA,NA
"Maldives","MDV","Prevalence of overweight (% of adults)",19.33,20.16,21.01,21.88,22.78,23.69,24.63,25.6,26.6,27.63,28.69,29.77,30.89,32.03,33.16,34.26,35.35,36.44,37.54,38.65,39.79,40.95,42.17,43.45,44.74,46.03,47.33,48.62,49.92,51.23,52.54,NA,NA
"Mali","MLI","Prevalence of overweight (% of adults)",9.03,9.6,10.2,10.84,11.53,12.27,13.07,13.92,14.81,15.75,16.72,17.71,18.71,19.7,20.67,21.61,22.51,23.35,24.14,24.88,25.59,26.28,26.99,27.71,28.45,29.21,29.99,30.79,31.61,32.44,33.29,NA,NA
"Malta","MLT","Prevalence of overweight (% of adults)",59.65,59.91,60.2,60.51,60.85,61.21,61.58,61.96,62.34,62.71,63.05,63.38,63.68,63.94,64.16,64.34,64.48,64.58,64.63,64.66,64.66,64.65,64.64,64.63,64.64,64.65,64.65,64.65,64.66,64.66,64.66,NA,NA
"Marshall Islands","MHL","Prevalence of overweight (% of adults)",69.37,69.7,70,70.27,70.5,70.73,70.92,71.1,71.26,71.41,71.54,71.68,71.8,71.91,72.01,72.11,72.21,72.3,72.38,72.44,72.51,72.57,72.63,72.7,72.76,72.83,72.89,72.96,73.04,73.11,73.19,NA,NA
"Mauritania","MRT","Prevalence of overweight (% of adults)",19.59,20.49,21.42,22.38,23.39,24.43,25.5,26.61,27.73,28.89,30.08,31.25,32.4,33.52,34.6,35.62,36.56,37.41,38.21,38.97,39.71,40.42,41.13,41.85,42.58,43.33,44.08,44.85,45.62,46.41,47.19,NA,NA
"Mauritius","MUS","Prevalence of overweight (% of adults)",36.83,37.66,38.46,39.24,40,40.74,41.47,42.18,42.86,43.52,44.15,44.77,45.35,45.9,46.42,46.88,47.3,47.66,47.98,48.26,48.51,48.74,48.97,49.2,49.45,49.7,49.96,50.23,50.52,50.82,51.12,NA,NA
"Mexico","MEX","Prevalence of overweight (% of adults)",51.07,52.32,53.53,54.7,55.84,56.93,57.97,58.96,59.9,60.77,61.6,62.37,63.11,63.83,64.52,65.19,65.86,66.51,67.17,67.81,68.44,69.04,69.61,70.15,70.66,71.15,71.61,72.05,72.5,72.94,73.38,NA,NA
"Micronesia, Fed. Sts.","FSM","Prevalence of overweight (% of adults)",65.96,66.26,66.54,66.81,67.07,67.32,67.56,67.78,67.99,68.16,68.33,68.49,68.65,68.81,68.96,69.13,69.3,69.48,69.64,69.8,69.96,70.13,70.29,70.46,70.63,70.81,70.98,71.16,71.34,71.53,71.71,NA,NA
"Moldova","MDA","Prevalence of overweight (% of adults)",49.44,49.54,49.68,49.85,50.07,50.33,50.63,50.98,51.37,51.8,52.25,52.73,53.21,53.7,54.19,54.67,55.13,55.58,56.02,56.45,56.87,57.29,57.72,58.16,58.6,59.05,59.49,59.92,60.35,60.79,61.19,NA,NA
"Mongolia","MNG","Prevalence of overweight (% of adults)",34.68,35.26,35.84,36.45,37.07,37.71,38.38,39.07,39.77,40.48,41.22,41.99,42.8,43.64,44.5,45.39,46.28,47.19,48.09,48.99,49.9,50.78,51.65,52.5,53.33,54.15,54.95,55.74,56.53,57.32,58.1,NA,NA
"Montenegro","MNE","Prevalence of overweight (% of adults)",39.36,39.7,40.02,40.35,40.68,41.03,41.4,41.79,42.2,42.63,43.06,43.51,43.96,44.4,44.83,45.25,45.64,46.02,46.37,46.7,47.02,47.32,47.62,47.92,48.22,48.51,48.8,49.09,49.38,49.68,49.98,NA,NA
"Morocco","MAR","Prevalence of overweight (% of adults)",35.91,36.57,37.25,37.95,38.66,39.38,40.12,40.86,41.59,42.32,43.03,43.73,44.42,45.08,45.72,46.34,46.95,47.55,48.14,48.74,49.33,49.92,50.52,51.11,51.71,52.27,52.83,53.36,53.89,54.42,54.95,NA,NA
"Mozambique","MOZ","Prevalence of overweight (% of adults)",9.19,9.5,9.83,10.18,10.55,10.95,11.38,11.84,12.33,12.84,13.37,13.93,14.5,15.09,15.68,16.29,16.9,17.52,18.14,18.78,19.43,20.11,20.8,21.52,22.25,23,23.79,24.59,25.42,26.28,27.16,NA,NA
"Myanmar","MMR","Prevalence of overweight (% of adults)",11.95,12.39,12.85,13.31,13.77,14.25,14.72,15.2,15.69,16.17,16.65,17.14,17.62,18.11,18.59,19.07,19.54,20.01,20.48,20.96,21.45,21.95,22.48,23.02,23.58,24.14,24.7,25.27,25.85,26.44,27.04,NA,NA
"Namibia","NAM","Prevalence of overweight (% of adults)",19.06,19.75,20.45,21.16,21.89,22.63,23.39,24.16,24.93,25.7,26.45,27.19,27.91,28.6,29.25,29.86,30.42,30.95,31.43,31.87,32.29,32.69,33.09,33.49,33.9,34.31,34.73,35.16,35.6,36.05,36.52,NA,NA
"Nauru","NRU","Prevalence of overweight (% of adults)",90.66,90.61,90.55,90.48,90.38,90.28,90.17,90.03,89.9,89.76,89.65,89.61,89.47,89.32,89.25,89.19,89.14,89.09,89.03,89,88.98,88.94,88.94,88.96,88.97,88.98,88.96,88.91,88.85,88.83,88.84,NA,NA
"Nepal","NPL","Prevalence of overweight (% of adults)",6.78,7.17,7.57,8,8.45,8.93,9.45,9.99,10.57,11.17,11.8,12.46,13.15,13.86,14.59,15.36,16.17,17.01,17.89,18.82,19.78,20.79,21.83,22.91,24.02,25.15,26.29,27.44,28.59,29.74,30.9,NA,NA
